STATE,year,type,race,sex,value
OR,2018,REFERRED,AMERICANINDIAN,FEMALE,7
OR,2018,REFERRED,AMERICANINDIAN,MALE,36
OR,2018,REFERRED,ASIAN,FEMALE,3
OR,2018,REFERRED,ASIAN,MALE,15
OR,2018,REFERRED,BLACK,FEMALE,12
OR,2018,REFERRED,BLACK,MALE,57
OR,2018,REFERRED,HISPANIC,FEMALE,20
OR,2018,REFERRED,HISPANIC,MALE,283
OR,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,3
OR,2018,REFERRED,NATIVEHAWAIIAN,MALE,8
OR,2018,REFERRED,TWOORMORERACES,FEMALE,49
OR,2018,REFERRED,TWOORMORERACES,MALE,293
OR,2018,REFERRED,WHITE,FEMALE,132
OR,2018,REFERRED,WHITE,MALE,1509
PA,2018,APPLICANTS,AMERICANINDIAN,FEMALE,
PA,2018,APPLICANTS,AMERICANINDIAN,MALE,11
PA,2018,APPLICANTS,ASIAN,FEMALE,
PA,2018,APPLICANTS,ASIAN,MALE,34
PA,2018,APPLICANTS,BLACK,FEMALE,44
PA,2018,APPLICANTS,BLACK,MALE,635
PA,2018,APPLICANTS,HISPANIC,FEMALE,158
PA,2018,APPLICANTS,HISPANIC,MALE,248
PA,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
PA,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,4
PA,2018,APPLICANTS,TWOORMORERACES,FEMALE,5
PA,2018,APPLICANTS,TWOORMORERACES,MALE,31
PA,2018,APPLICANTS,WHITE,FEMALE,230
PA,2018,APPLICANTS,WHITE,MALE,3782
PA,2018,MEMBERS,AMERICANINDIAN,FEMALE,
PA,2018,MEMBERS,AMERICANINDIAN,MALE,64
PA,2018,MEMBERS,ASIAN,FEMALE,
PA,2018,MEMBERS,ASIAN,MALE,50
PA,2018,MEMBERS,BLACK,FEMALE,109
PA,2018,MEMBERS,BLACK,MALE,1794
PA,2018,MEMBERS,HISPANIC,FEMALE,564
PA,2018,MEMBERS,HISPANIC,MALE,942
PA,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,
PA,2018,MEMBERS,NATIVEHAWAIIAN,MALE,16
PA,2018,MEMBERS,TWOORMORERACES,FEMALE,6
PA,2018,MEMBERS,TWOORMORERACES,MALE,39
PA,2018,MEMBERS,WHITE,FEMALE,935
PA,2018,MEMBERS,WHITE,MALE,34658
PA,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
PA,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,7
PA,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
PA,2018,REFERRALAPPLICANTS,ASIAN,MALE,13
PA,2018,REFERRALAPPLICANTS,BLACK,FEMALE,16
PA,2018,REFERRALAPPLICANTS,BLACK,MALE,278
PA,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,432
PA,2018,REFERRALAPPLICANTS,HISPANIC,MALE,167
PA,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
PA,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
PA,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
PA,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,6
PA,2018,REFERRALAPPLICANTS,WHITE,FEMALE,346
PA,2018,REFERRALAPPLICANTS,WHITE,MALE,2354
PA,2018,REFERRALS,AMERICANINDIAN,FEMALE,
PA,2018,REFERRALS,AMERICANINDIAN,MALE,10
PA,2018,REFERRALS,ASIAN,FEMALE,
PA,2018,REFERRALS,ASIAN,MALE,23
PA,2018,REFERRALS,BLACK,FEMALE,16
PA,2018,REFERRALS,BLACK,MALE,301
PA,2018,REFERRALS,HISPANIC,FEMALE,448
PA,2018,REFERRALS,HISPANIC,MALE,152
PA,2018,REFERRALS,NATIVEHAWAIIAN,FEMALE,
PA,2018,REFERRALS,NATIVEHAWAIIAN,MALE,3
PA,2018,REFERRALS,TWOORMORERACES,FEMALE,
PA,2018,REFERRALS,TWOORMORERACES,MALE,5
PA,2018,REFERRALS,WHITE,FEMALE,169
PA,2018,REFERRALS,WHITE,MALE,3401
PA,2018,REFERRED,AMERICANINDIAN,FEMALE,
PA,2018,REFERRED,AMERICANINDIAN,MALE,8
PA,2018,REFERRED,ASIAN,FEMALE,
PA,2018,REFERRED,ASIAN,MALE,22
PA,2018,REFERRED,BLACK,FEMALE,15
PA,2018,REFERRED,BLACK,MALE,251
PA,2018,REFERRED,HISPANIC,FEMALE,448
PA,2018,REFERRED,HISPANIC,MALE,144
PA,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,
PA,2018,REFERRED,NATIVEHAWAIIAN,MALE,3
PA,2018,REFERRED,TWOORMORERACES,FEMALE,
PA,2018,REFERRED,TWOORMORERACES,MALE,5
PA,2018,REFERRED,WHITE,FEMALE,117
PA,2018,REFERRED,WHITE,MALE,2586
RI,2018,APPLICANTS,AMERICANINDIAN,FEMALE,
RI,2018,APPLICANTS,AMERICANINDIAN,MALE,
RI,2018,APPLICANTS,ASIAN,FEMALE,
RI,2018,APPLICANTS,ASIAN,MALE,
RI,2018,APPLICANTS,BLACK,FEMALE,
RI,2018,APPLICANTS,BLACK,MALE,18
RI,2018,APPLICANTS,HISPANIC,FEMALE,
RI,2018,APPLICANTS,HISPANIC,MALE,26
RI,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
RI,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,
RI,2018,APPLICANTS,TWOORMORERACES,FEMALE,
RI,2018,APPLICANTS,TWOORMORERACES,MALE,
RI,2018,APPLICANTS,WHITE,FEMALE,18
RI,2018,APPLICANTS,WHITE,MALE,252
RI,2018,MEMBERS,AMERICANINDIAN,FEMALE,
RI,2018,MEMBERS,AMERICANINDIAN,MALE,6
RI,2018,MEMBERS,ASIAN,FEMALE,
RI,2018,MEMBERS,ASIAN,MALE,25
RI,2018,MEMBERS,BLACK,FEMALE,17
RI,2018,MEMBERS,BLACK,MALE,108
RI,2018,MEMBERS,HISPANIC,FEMALE,4
RI,2018,MEMBERS,HISPANIC,MALE,194
RI,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,
RI,2018,MEMBERS,NATIVEHAWAIIAN,MALE,
RI,2018,MEMBERS,TWOORMORERACES,FEMALE,
RI,2018,MEMBERS,TWOORMORERACES,MALE,
RI,2018,MEMBERS,WHITE,FEMALE,173
RI,2018,MEMBERS,WHITE,MALE,2273
RI,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
RI,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
RI,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
RI,2018,REFERRALAPPLICANTS,ASIAN,MALE,3
RI,2018,REFERRALAPPLICANTS,BLACK,FEMALE,
RI,2018,REFERRALAPPLICANTS,BLACK,MALE,25
RI,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,
RI,2018,REFERRALAPPLICANTS,HISPANIC,MALE,29
RI,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
RI,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
RI,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
RI,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
RI,2018,REFERRALAPPLICANTS,WHITE,FEMALE,20
RI,2018,REFERRALAPPLICANTS,WHITE,MALE,240
RI,2018,REFERRALS,AMERICANINDIAN,FEMALE,
RI,2018,REFERRALS,AMERICANINDIAN,MALE,
RI,2018,REFERRALS,ASIAN,FEMALE,
RI,2018,REFERRALS,ASIAN,MALE,4
RI,2018,REFERRALS,BLACK,FEMALE,
RI,2018,REFERRALS,BLACK,MALE,23
RI,2018,REFERRALS,HISPANIC,FEMALE,
RI,2018,REFERRALS,HISPANIC,MALE,17
RI,2018,REFERRALS,NATIVEHAWAIIAN,FEMALE,
RI,2018,REFERRALS,NATIVEHAWAIIAN,MALE,
RI,2018,REFERRALS,TWOORMORERACES,FEMALE,
RI,2018,REFERRALS,TWOORMORERACES,MALE,
RI,2018,REFERRALS,WHITE,FEMALE,13
RI,2018,REFERRALS,WHITE,MALE,159
RI,2018,REFERRED,AMERICANINDIAN,FEMALE,
RI,2018,REFERRED,AMERICANINDIAN,MALE,
RI,2018,REFERRED,ASIAN,FEMALE,
RI,2018,REFERRED,ASIAN,MALE,
RI,2018,REFERRED,BLACK,FEMALE,
RI,2018,REFERRED,BLACK,MALE,16
RI,2018,REFERRED,HISPANIC,FEMALE,
RI,2018,REFERRED,HISPANIC,MALE,12
RI,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,
RI,2018,REFERRED,NATIVEHAWAIIAN,MALE,
RI,2018,REFERRED,TWOORMORERACES,FEMALE,
RI,2018,REFERRED,TWOORMORERACES,MALE,
RI,2018,REFERRED,WHITE,FEMALE,11
RI,2018,REFERRED,WHITE,MALE,122
SC,2018,APPLICANTS,AMERICANINDIAN,FEMALE,
SC,2018,APPLICANTS,AMERICANINDIAN,MALE,
SC,2018,APPLICANTS,ASIAN,FEMALE,
SC,2018,APPLICANTS,ASIAN,MALE,
SC,2018,APPLICANTS,BLACK,FEMALE,41
SC,2018,APPLICANTS,BLACK,MALE,164
SC,2018,APPLICANTS,HISPANIC,FEMALE,
SC,2018,APPLICANTS,HISPANIC,MALE,125
SC,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
SC,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,
SC,2018,APPLICANTS,TWOORMORERACES,FEMALE,
SC,2018,APPLICANTS,TWOORMORERACES,MALE,
SC,2018,APPLICANTS,WHITE,FEMALE,39
SC,2018,APPLICANTS,WHITE,MALE,190
SC,2018,MEMBERS,AMERICANINDIAN,FEMALE,
SC,2018,MEMBERS,AMERICANINDIAN,MALE,6
SC,2018,MEMBERS,ASIAN,FEMALE,
SC,2018,MEMBERS,ASIAN,MALE,
SC,2018,MEMBERS,BLACK,FEMALE,63
SC,2018,MEMBERS,BLACK,MALE,236
SC,2018,MEMBERS,HISPANIC,FEMALE,5
SC,2018,MEMBERS,HISPANIC,MALE,131
SC,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,
SC,2018,MEMBERS,NATIVEHAWAIIAN,MALE,
SC,2018,MEMBERS,TWOORMORERACES,FEMALE,
SC,2018,MEMBERS,TWOORMORERACES,MALE,
SC,2018,MEMBERS,WHITE,FEMALE,34
SC,2018,MEMBERS,WHITE,MALE,370
SC,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
SC,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,
SC,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
SC,2018,REFERRALAPPLICANTS,ASIAN,MALE,
SC,2018,REFERRALAPPLICANTS,BLACK,FEMALE,
SC,2018,REFERRALAPPLICANTS,BLACK,MALE,36
SC,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,
SC,2018,REFERRALAPPLICANTS,HISPANIC,MALE,40
SC,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
SC,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
SC,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
SC,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
SC,2018,REFERRALAPPLICANTS,WHITE,FEMALE,3
SC,2018,REFERRALAPPLICANTS,WHITE,MALE,68
SC,2018,REFERRALS,AMERICANINDIAN,FEMALE,
SC,2018,REFERRALS,AMERICANINDIAN,MALE,
SC,2018,REFERRALS,ASIAN,FEMALE,
SC,2018,REFERRALS,ASIAN,MALE,
SC,2018,REFERRALS,BLACK,FEMALE,
SC,2018,REFERRALS,BLACK,MALE,33
SC,2018,REFERRALS,HISPANIC,FEMALE,
SC,2018,REFERRALS,HISPANIC,MALE,42
SC,2018,REFERRALS,NATIVEHAWAIIAN,FEMALE,
SC,2018,REFERRALS,NATIVEHAWAIIAN,MALE,
SC,2018,REFERRALS,TWOORMORERACES,FEMALE,
SC,2018,REFERRALS,TWOORMORERACES,MALE,
SC,2018,REFERRALS,WHITE,FEMALE,3
SC,2018,REFERRALS,WHITE,MALE,75
SC,2018,REFERRED,AMERICANINDIAN,FEMALE,
SC,2018,REFERRED,AMERICANINDIAN,MALE,
SC,2018,REFERRED,ASIAN,FEMALE,
SC,2018,REFERRED,ASIAN,MALE,
SC,2018,REFERRED,BLACK,FEMALE,
SC,2018,REFERRED,BLACK,MALE,33
SC,2018,REFERRED,HISPANIC,FEMALE,
SC,2018,REFERRED,HISPANIC,MALE,42
SC,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,
SC,2018,REFERRED,NATIVEHAWAIIAN,MALE,
SC,2018,REFERRED,TWOORMORERACES,FEMALE,
SC,2018,REFERRED,TWOORMORERACES,MALE,
SC,2018,REFERRED,WHITE,FEMALE,3
SC,2018,REFERRED,WHITE,MALE,75
SD,2018,APPLICANTS,AMERICANINDIAN,FEMALE,
SD,2018,APPLICANTS,AMERICANINDIAN,MALE,4
SD,2018,APPLICANTS,ASIAN,FEMALE,
SD,2018,APPLICANTS,ASIAN,MALE,
SD,2018,APPLICANTS,BLACK,FEMALE,
SD,2018,APPLICANTS,BLACK,MALE,
SD,2018,APPLICANTS,HISPANIC,FEMALE,
SD,2018,APPLICANTS,HISPANIC,MALE,
SD,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
SD,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,
SD,2018,APPLICANTS,TWOORMORERACES,FEMALE,
SD,2018,APPLICANTS,TWOORMORERACES,MALE,
SD,2018,APPLICANTS,WHITE,FEMALE,
SD,2018,APPLICANTS,WHITE,MALE,66
SD,2018,MEMBERS,AMERICANINDIAN,FEMALE,4
SD,2018,MEMBERS,AMERICANINDIAN,MALE,14
SD,2018,MEMBERS,ASIAN,FEMALE,
SD,2018,MEMBERS,ASIAN,MALE,
SD,2018,MEMBERS,BLACK,FEMALE,
SD,2018,MEMBERS,BLACK,MALE,3
SD,2018,MEMBERS,HISPANIC,FEMALE,
SD,2018,MEMBERS,HISPANIC,MALE,3
SD,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,
SD,2018,MEMBERS,NATIVEHAWAIIAN,MALE,3
SD,2018,MEMBERS,TWOORMORERACES,FEMALE,
SD,2018,MEMBERS,TWOORMORERACES,MALE,
SD,2018,MEMBERS,WHITE,FEMALE,15
SD,2018,MEMBERS,WHITE,MALE,624
SD,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
SD,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,3
SD,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
SD,2018,REFERRALAPPLICANTS,ASIAN,MALE,
SD,2018,REFERRALAPPLICANTS,BLACK,FEMALE,
SD,2018,REFERRALAPPLICANTS,BLACK,MALE,
SD,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,
SD,2018,REFERRALAPPLICANTS,HISPANIC,MALE,
SD,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
SD,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
SD,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
SD,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
SD,2018,REFERRALAPPLICANTS,WHITE,FEMALE,
SD,2018,REFERRALAPPLICANTS,WHITE,MALE,72
SD,2018,REFERRALS,AMERICANINDIAN,FEMALE,
SD,2018,REFERRALS,AMERICANINDIAN,MALE,
SD,2018,REFERRALS,ASIAN,FEMALE,
SD,2018,REFERRALS,ASIAN,MALE,
SD,2018,REFERRALS,BLACK,FEMALE,
SD,2018,REFERRALS,BLACK,MALE,
SD,2018,REFERRALS,HISPANIC,FEMALE,
SD,2018,REFERRALS,HISPANIC,MALE,
SD,2018,REFERRALS,NATIVEHAWAIIAN,FEMALE,
SD,2018,REFERRALS,NATIVEHAWAIIAN,MALE,
SD,2018,REFERRALS,TWOORMORERACES,FEMALE,
SD,2018,REFERRALS,TWOORMORERACES,MALE,
SD,2018,REFERRALS,WHITE,FEMALE,
SD,2018,REFERRALS,WHITE,MALE,30
SD,2018,REFERRED,AMERICANINDIAN,FEMALE,
SD,2018,REFERRED,AMERICANINDIAN,MALE,
SD,2018,REFERRED,ASIAN,FEMALE,
SD,2018,REFERRED,ASIAN,MALE,
SD,2018,REFERRED,BLACK,FEMALE,
SD,2018,REFERRED,BLACK,MALE,
SD,2018,REFERRED,HISPANIC,FEMALE,
SD,2018,REFERRED,HISPANIC,MALE,
SD,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,
SD,2018,REFERRED,NATIVEHAWAIIAN,MALE,
SD,2018,REFERRED,TWOORMORERACES,FEMALE,
SD,2018,REFERRED,TWOORMORERACES,MALE,
SD,2018,REFERRED,WHITE,FEMALE,
SD,2018,REFERRED,WHITE,MALE,30
TN,2018,APPLICANTS,AMERICANINDIAN,FEMALE,
TN,2018,APPLICANTS,AMERICANINDIAN,MALE,8
TN,2018,APPLICANTS,ASIAN,FEMALE,
TN,2018,APPLICANTS,ASIAN,MALE,6
TN,2018,APPLICANTS,BLACK,FEMALE,42
TN,2018,APPLICANTS,BLACK,MALE,215
TN,2018,APPLICANTS,HISPANIC,FEMALE,18
TN,2018,APPLICANTS,HISPANIC,MALE,81
TN,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
TN,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,3
TN,2018,APPLICANTS,TWOORMORERACES,FEMALE,
TN,2018,APPLICANTS,TWOORMORERACES,MALE,6
TN,2018,APPLICANTS,WHITE,FEMALE,135
TN,2018,APPLICANTS,WHITE,MALE,1352
TN,2018,MEMBERS,AMERICANINDIAN,FEMALE,4
TN,2018,MEMBERS,AMERICANINDIAN,MALE,22
TN,2018,MEMBERS,ASIAN,FEMALE,3
TN,2018,MEMBERS,ASIAN,MALE,23
TN,2018,MEMBERS,BLACK,FEMALE,55
TN,2018,MEMBERS,BLACK,MALE,613
TN,2018,MEMBERS,HISPANIC,FEMALE,11
TN,2018,MEMBERS,HISPANIC,MALE,276
TN,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,
TN,2018,MEMBERS,NATIVEHAWAIIAN,MALE,15
TN,2018,MEMBERS,TWOORMORERACES,FEMALE,
TN,2018,MEMBERS,TWOORMORERACES,MALE,45
TN,2018,MEMBERS,WHITE,FEMALE,539
TN,2018,MEMBERS,WHITE,MALE,11580
TN,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
TN,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,9
TN,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
TN,2018,REFERRALAPPLICANTS,ASIAN,MALE,5
TN,2018,REFERRALAPPLICANTS,BLACK,FEMALE,11
TN,2018,REFERRALAPPLICANTS,BLACK,MALE,94
TN,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,
TN,2018,REFERRALAPPLICANTS,HISPANIC,MALE,27
TN,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
TN,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,6
TN,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
TN,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,9
TN,2018,REFERRALAPPLICANTS,WHITE,FEMALE,78
TN,2018,REFERRALAPPLICANTS,WHITE,MALE,1377
TN,2018,REFERRALS,AMERICANINDIAN,FEMALE,3
TN,2018,REFERRALS,AMERICANINDIAN,MALE,10
TN,2018,REFERRALS,ASIAN,FEMALE,
TN,2018,REFERRALS,ASIAN,MALE,9
TN,2018,REFERRALS,BLACK,FEMALE,25
TN,2018,REFERRALS,BLACK,MALE,156
TN,2018,REFERRALS,HISPANIC,FEMALE,4
TN,2018,REFERRALS,HISPANIC,MALE,74
TN,2018,REFERRALS,NATIVEHAWAIIAN,FEMALE,
TN,2018,REFERRALS,NATIVEHAWAIIAN,MALE,6
TN,2018,REFERRALS,TWOORMORERACES,FEMALE,3
TN,2018,REFERRALS,TWOORMORERACES,MALE,21
TN,2018,REFERRALS,WHITE,FEMALE,141
TN,2018,REFERRALS,WHITE,MALE,2139
TN,2018,REFERRED,AMERICANINDIAN,FEMALE,3
TN,2018,REFERRED,AMERICANINDIAN,MALE,9
TN,2018,REFERRED,ASIAN,FEMALE,
TN,2018,REFERRED,ASIAN,MALE,6
TN,2018,REFERRED,BLACK,FEMALE,20
TN,2018,REFERRED,BLACK,MALE,130
TN,2018,REFERRED,HISPANIC,FEMALE,
TN,2018,REFERRED,HISPANIC,MALE,46
TN,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,
TN,2018,REFERRED,NATIVEHAWAIIAN,MALE,6
TN,2018,REFERRED,TWOORMORERACES,FEMALE,
TN,2018,REFERRED,TWOORMORERACES,MALE,7
TN,2018,REFERRED,WHITE,FEMALE,111
TN,2018,REFERRED,WHITE,MALE,1680
TX,2018,APPLICANTS,AMERICANINDIAN,FEMALE,
TX,2018,APPLICANTS,AMERICANINDIAN,MALE,14
TX,2018,APPLICANTS,ASIAN,FEMALE,
TX,2018,APPLICANTS,ASIAN,MALE,64
TX,2018,APPLICANTS,BLACK,FEMALE,23
TX,2018,APPLICANTS,BLACK,MALE,383
TX,2018,APPLICANTS,HISPANIC,FEMALE,47
TX,2018,APPLICANTS,HISPANIC,MALE,1358
TX,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
TX,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,3
TX,2018,APPLICANTS,TWOORMORERACES,FEMALE,3
TX,2018,APPLICANTS,TWOORMORERACES,MALE,678
TX,2018,APPLICANTS,WHITE,FEMALE,55
TX,2018,APPLICANTS,WHITE,MALE,1356
TX,2018,MEMBERS,AMERICANINDIAN,FEMALE,3
TX,2018,MEMBERS,AMERICANINDIAN,MALE,58
TX,2018,MEMBERS,ASIAN,FEMALE,34
TX,2018,MEMBERS,ASIAN,MALE,292
TX,2018,MEMBERS,BLACK,FEMALE,28
TX,2018,MEMBERS,BLACK,MALE,1519
TX,2018,MEMBERS,HISPANIC,FEMALE,154
TX,2018,MEMBERS,HISPANIC,MALE,7117
TX,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,
TX,2018,MEMBERS,NATIVEHAWAIIAN,MALE,7
TX,2018,MEMBERS,TWOORMORERACES,FEMALE,6
TX,2018,MEMBERS,TWOORMORERACES,MALE,1374
TX,2018,MEMBERS,WHITE,FEMALE,217
TX,2018,MEMBERS,WHITE,MALE,12642
TX,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,
TX,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,9
TX,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
TX,2018,REFERRALAPPLICANTS,ASIAN,MALE,9
TX,2018,REFERRALAPPLICANTS,BLACK,FEMALE,4
TX,2018,REFERRALAPPLICANTS,BLACK,MALE,257
TX,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,13
TX,2018,REFERRALAPPLICANTS,HISPANIC,MALE,611
TX,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
TX,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,
TX,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
TX,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,3
TX,2018,REFERRALAPPLICANTS,WHITE,FEMALE,19
TX,2018,REFERRALAPPLICANTS,WHITE,MALE,746
TX,2018,REFERRALS,AMERICANINDIAN,FEMALE,
TX,2018,REFERRALS,AMERICANINDIAN,MALE,7
TX,2018,REFERRALS,ASIAN,FEMALE,
TX,2018,REFERRALS,ASIAN,MALE,25
TX,2018,REFERRALS,BLACK,FEMALE,8
TX,2018,REFERRALS,BLACK,MALE,303
TX,2018,REFERRALS,HISPANIC,FEMALE,17
TX,2018,REFERRALS,HISPANIC,MALE,920
TX,2018,REFERRALS,NATIVEHAWAIIAN,FEMALE,
TX,2018,REFERRALS,NATIVEHAWAIIAN,MALE,
TX,2018,REFERRALS,TWOORMORERACES,FEMALE,
TX,2018,REFERRALS,TWOORMORERACES,MALE,5
TX,2018,REFERRALS,WHITE,FEMALE,49
TX,2018,REFERRALS,WHITE,MALE,1342
TX,2018,REFERRED,AMERICANINDIAN,FEMALE,
TX,2018,REFERRED,AMERICANINDIAN,MALE,7
TX,2018,REFERRED,ASIAN,FEMALE,
TX,2018,REFERRED,ASIAN,MALE,25
TX,2018,REFERRED,BLACK,FEMALE,8
TX,2018,REFERRED,BLACK,MALE,284
TX,2018,REFERRED,HISPANIC,FEMALE,12
TX,2018,REFERRED,HISPANIC,MALE,882
TX,2018,REFERRED,NATIVEHAWAIIAN,FEMALE,
TX,2018,REFERRED,NATIVEHAWAIIAN,MALE,
TX,2018,REFERRED,TWOORMORERACES,FEMALE,
TX,2018,REFERRED,TWOORMORERACES,MALE,5
TX,2018,REFERRED,WHITE,FEMALE,35
TX,2018,REFERRED,WHITE,MALE,1235
UT,2018,APPLICANTS,AMERICANINDIAN,FEMALE,4
UT,2018,APPLICANTS,AMERICANINDIAN,MALE,25
UT,2018,APPLICANTS,ASIAN,FEMALE,
UT,2018,APPLICANTS,ASIAN,MALE,14
UT,2018,APPLICANTS,BLACK,FEMALE,
UT,2018,APPLICANTS,BLACK,MALE,13
UT,2018,APPLICANTS,HISPANIC,FEMALE,5
UT,2018,APPLICANTS,HISPANIC,MALE,175
UT,2018,APPLICANTS,NATIVEHAWAIIAN,FEMALE,
UT,2018,APPLICANTS,NATIVEHAWAIIAN,MALE,13
UT,2018,APPLICANTS,TWOORMORERACES,FEMALE,
UT,2018,APPLICANTS,TWOORMORERACES,MALE,9
UT,2018,APPLICANTS,WHITE,FEMALE,13
UT,2018,APPLICANTS,WHITE,MALE,488
UT,2018,MEMBERS,AMERICANINDIAN,FEMALE,16
UT,2018,MEMBERS,AMERICANINDIAN,MALE,62
UT,2018,MEMBERS,ASIAN,FEMALE,6
UT,2018,MEMBERS,ASIAN,MALE,128
UT,2018,MEMBERS,BLACK,FEMALE,
UT,2018,MEMBERS,BLACK,MALE,75
UT,2018,MEMBERS,HISPANIC,FEMALE,18
UT,2018,MEMBERS,HISPANIC,MALE,873
UT,2018,MEMBERS,NATIVEHAWAIIAN,FEMALE,3
UT,2018,MEMBERS,NATIVEHAWAIIAN,MALE,112
UT,2018,MEMBERS,TWOORMORERACES,FEMALE,3
UT,2018,MEMBERS,TWOORMORERACES,MALE,19
UT,2018,MEMBERS,WHITE,FEMALE,72
UT,2018,MEMBERS,WHITE,MALE,5959
UT,2018,REFERRALAPPLICANTS,AMERICANINDIAN,FEMALE,5
UT,2018,REFERRALAPPLICANTS,AMERICANINDIAN,MALE,9
UT,2018,REFERRALAPPLICANTS,ASIAN,FEMALE,
UT,2018,REFERRALAPPLICANTS,ASIAN,MALE,8
UT,2018,REFERRALAPPLICANTS,BLACK,FEMALE,
UT,2018,REFERRALAPPLICANTS,BLACK,MALE,20
UT,2018,REFERRALAPPLICANTS,HISPANIC,FEMALE,
UT,2018,REFERRALAPPLICANTS,HISPANIC,MALE,77
UT,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,FEMALE,
UT,2018,REFERRALAPPLICANTS,NATIVEHAWAIIAN,MALE,10
UT,2018,REFERRALAPPLICANTS,TWOORMORERACES,FEMALE,
UT,2018,REFERRALAPPLICANTS,TWOORMORERACES,MALE,
UT,2018,REFERRALAPPLICANTS,WHITE,FEMALE,5
UT,2018,REFERRALAPPLICANTS,WHITE,MALE,473
